Lab_ID	Sample_ID	Sample_Collection_Date	Sample_Site	Variant_name	Variant_proportion	Pipeline_date
LAB0000330	1000329	2024-03-28	Z	JN.1.8.2	0.02685446	2024-04-05
LAB0000330	1000329	2024-03-28	Z	JN.1.16	0.03036362	2024-04-05
LAB0000330	1000329	2024-03-28	Z	JN.1.16.1	0.02791217	2024-04-05
LAB0000330	1000329	2024-03-28	Z	JN.1.40	0.00534172	2024-04-05
LAB0000330	1000329	2024-03-28	Z	JN.1.28	0.00312939	2024-04-05
LAB0000330	1000329	2024-03-28	Z	JN.1.29	0.00181699	2024-04-05
LAB0000330	1000329	2024-03-28	Z	JN.1.7.1	0.00117442	2024-04-05
LAB0000330	1000329	2024-03-28	Z	JN.1.18.2	0.00130172	2024-04-05
LAB0000330	1000329	2024-03-28	Z	unreportable	0.01326219	2024-04-05
LAB0000331	1000330	2024-03-28	N	JN.1	0.72707571	2024-04-05
LAB0000331	1000330	2024-03-28	N	JN.1.5	0.25433542	2024-04-05
LAB0000331	1000330	2024-03-28	N	JN.1.35	0.00395432	2024-04-05
LAB0000331	1000330	2024-03-28	N	JN.1.16	0.00297995	2024-04-05
LAB0000331	1000330	2024-03-28	N	JN.1.19	0.00230377	2024-04-05
LAB0000331	1000330	2024-03-28	N	JN.1.28	0.00138762	2024-04-05
LAB0000331	1000330	2024-03-28	N	JN.1.4.2	0.00109561	2024-04-05
LAB0000331	1000330	2024-03-28	N	unreportable	0.0068676	2024-04-05
LAB0000332	1000331	2024-03-28	F	JN.1.7	0.99574851	2024-04-05
LAB0000332	1000331	2024-03-28	F	unreportable	0.00425149	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.4	0.3876235	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.3	0.12302486	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.24	0.15410038	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.2	0.17379842	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1	0.1145089	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.16	0.00815216	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.19	0.00428807	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.8.1	0.00434426	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.23	0.0042106	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.22	0.00255379	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.35	0.00233618	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.28	0.00196807	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.4.2	0.00162587	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.10	0.00198835	2024-04-05
LAB0000333	1000332	2024-03-28	P	JN.1.37	0.00191152	2024-04-05
LAB0000333	1000332	2024-03-28	P	unreportable	0.01356508	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.4	0.32885479	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.4.4	0.37809622	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.4.5	0.06288999	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.4.6	0.09358001	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.20	0.01926041	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1	0.01210545	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.6	0.01516534	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.6.1	0.01339245	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.18	0.01501181	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.40	0.01911007	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.11	0.00434232	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.18.2	0.0035162	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.4.2	0.00406745	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.8.2	0.00547484	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.7	0.0023513	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.7.1	0.00254944	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.35	0.00229569	2024-04-05
LAB0000334	1000333	2024-03-29	Y	KP.2.2	0.00147278	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.19	0.00171238	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.30.1	0.00124402	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.28	0.00146091	2024-04-05
LAB0000334	1000333	2024-03-29	Y	JN.1.12	0.00121994	2024-04-05
LAB0000334	1000333	2024-03-29	Y	unreportable	0.01082618	2024-04-05
LAB0000335	1000334	2024-03-29	K	JN.1.7	0.43043086	2024-04-05
LAB0000335	1000334	2024-03-29	K	JN.1.10	0.31351056	2024-04-05
LAB0000335	1000334	2024-03-29	K	JN.1.32	0.14584639	2024-04-05
LAB0000335	1000334	2024-03-29	K	JN.1.16	0.08916277	2024-04-05
LAB0000335	1000334	2024-03-29	K	KP.1	0.00607135	2024-04-05
LAB0000335	1000334	2024-03-29	K	JN.1.8.1	0.00262301	2024-04-05
LAB0000335	1000334	2024-03-29	K	XDP	0.00255959	2024-04-05
LAB0000335	1000334	2024-03-29	K	JN.1.28	0.00109009	2024-04-05
LAB0000335	1000334	2024-03-29	K	unreportable	0.0087054	2024-04-05
LAB0000336	1000335	2024-03-29	I	JN.1.7	0.52926083	2024-04-05
LAB0000336	1000335	2024-03-29	I	JN.1.4	0.27038675	2024-04-05
LAB0000336	1000335	2024-03-29	I	JN.1.4.3	0.18058038	2024-04-05
LAB0000336	1000335	2024-03-29	I	JN.1.40	0.00642868	2024-04-05
LAB0000336	1000335	2024-03-29	I	JN.1.38	0.00238659	2024-04-05
LAB0000336	1000335	2024-03-29	I	KP.1	0.00125729	2024-04-05
LAB0000336	1000335	2024-03-29	I	JN.1.19	0.00128265	2024-04-05
LAB0000336	1000335	2024-03-29	I	JN.1.5	0.00123145	2024-04-05
LAB0000336	1000335	2024-03-29	I	JN.1.4.5	0.00084403	2024-04-05
LAB0000336	1000335	2024-03-29	I	unreportable	0.00634136	2024-04-05
LAB0000337	1000336	2024-03-04	T	JN.1	0.64160014	2024-05-09
LAB0000337	1000336	2024-03-04	T	JN.1.4.6	0.33146917	2024-05-09
LAB0000337	1000336	2024-03-04	T	JN.1.4.2	0.00468825	2024-05-09
LAB0000337	1000336	2024-03-04	T	JN.1.19	0.00384839	2024-05-09
LAB0000337	1000336	2024-03-04	T	JN.1.29	0.0030796	2024-05-09
LAB0000337	1000336	2024-03-04	T	JN.1.8.4	0.0018223	2024-05-09
LAB0000337	1000336	2024-03-04	T	JN.1.4.5	0.00155372	2024-05-09
LAB0000337	1000336	2024-03-04	T	JN.1.16	0.00139644	2024-05-09
LAB0000337	1000336	2024-03-04	T	unreportable	0.01054199	2024-05-09
LAB0000338	1000337	2024-03-06	T	JN.1.7	0.49315807	2024-05-09
LAB0000338	1000337	2024-03-06	T	JN.1.7.4	0.30652082	2024-05-09
LAB0000338	1000337	2024-03-06	T	JN.1.8	0.17428647	2024-05-09
LAB0000338	1000337	2024-03-06	T	JN.1.11	0.01106806	2024-05-09
LAB0000338	1000337	2024-03-06	T	JN.1.29	0.00293147	2024-05-09
LAB0000338	1000337	2024-03-06	T	unreportable	0.01203512	2024-05-09
LAB0000339	1000338	2024-03-11	T	JN.1.32	0.42352616	2024-05-09
LAB0000339	1000338	2024-03-11	T	JN.1.1	0.42305933	2024-05-09
LAB0000339	1000338	2024-03-11	T	JN.1.1.1	0.05724316	2024-05-09
LAB0000339	1000338	2024-03-11	T	JN.1.7	0.07883812	2024-05-09
LAB0000339	1000338	2024-03-11	T	JN.1.43	0.00279987	2024-05-09
LAB0000339	1000338	2024-03-11	T	JN.1.8.3	0.00200002	2024-05-09
LAB0000339	1000338	2024-03-11	T	JN.1.8.1	0.00229599	2024-05-09
LAB0000339	1000338	2024-03-11	T	JN.1.7.4	0.0014702	2024-05-09
LAB0000339	1000338	2024-03-11	T	JN.1.18.2	0.00122094	2024-05-09
LAB0000339	1000338	2024-03-11	T	unreportable	0.00754621	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.4.6	0.11749959	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.16.2	0.11926082	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.16	0.10954866	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.8	0.09353076	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1	0.10509423	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.21	0.0746658	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.45	0.11201958	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.4	0.10549032	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.4.5	0.07741886	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.4.2	0.04905815	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.44	0.00609046	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.43.1	0.00275645	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.35	0.00224353	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.10	0.00188961	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.1.3	0.00229268	2024-05-09
LAB0000340	1000339	2024-03-13	T	KV.2	0.00254217	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.43	0.00174197	2024-05-09
LAB0000340	1000339	2024-03-13	T	KY.1	0.00194719	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.19	0.00100698	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.33	0.00114416	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.1.2	0.00091016	2024-05-09
LAB0000340	1000339	2024-03-13	T	JN.1.14	0.00108956	2024-05-09
LAB0000340	1000339	2024-03-13	T	unreportable	0.01075832	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1	0.25402848	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.4	0.19857254	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.7	0.15963571	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.4.2	0.22163222	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.4.5	0.0825426	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.8	0.04445689	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.40	0.00283445	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.8.2	0.00368708	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.3	0.00169143	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.19	0.00142053	2024-05-09
LAB0000341	1000340	2024-03-18	D	KP.1.1.1	0.00166691	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.4.7	0.0016729	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.22	0.00164928	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.35	0.00163164	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.15	0.00173133	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.6	0.00190683	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.25	0.00151559	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.29	0.00128629	2024-05-09
LAB0000341	1000340	2024-03-18	D	JN.1.23	0.00088569	2024-05-09
LAB0000341	1000340	2024-03-18	D	unreportable	0.0155516	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.7	0.96304325	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.32	0.00544752	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.36	0.00415492	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.34	0.00340236	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.7.1	0.00152868	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.23	0.00161524	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.5	0.0012407	2024-05-09
LAB0000342	1000341	2024-03-18	T	KP.1.2	0.00087959	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.19	0.00106247	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.3	0.00106905	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.36.1	0.00073585	2024-05-09
LAB0000342	1000341	2024-03-18	T	KY.1	0.0013517	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.35	0.00091464	2024-05-09
LAB0000342	1000341	2024-03-18	T	JN.1.4.7	0.00076284	2024-05-09
LAB0000342	1000341	2024-03-18	T	unreportable	0.01279119	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1	0.54063516	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.7	0.23571756	2024-05-09
LAB0000343	1000342	2024-03-25	D	XDP	0.15305279	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.8	0.02982263	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.14	0.00656799	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.40	0.00342581	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.8.1	0.00210675	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.15	0.00325231	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.26	0.00220738	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.23	0.00157729	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.38	0.0019875	2024-05-09
LAB0000343	1000342	2024-03-25	D	KY.1	0.00192878	2024-05-09
LAB0000343	1000342	2024-03-25	D	XDP.1	0.0010838	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.35	0.0011033	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.16	0.0009856	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.7.4	0.0011808	2024-05-09
LAB0000343	1000342	2024-03-25	D	JN.1.19	0.00083068	2024-05-09
LAB0000343	1000342	2024-03-25	D	unreportable	0.01253387	2024-05-09
LAB0000344	1000343	2024-04-01	D	JN.1.7.4	0.75652374	2024-05-09
LAB0000344	1000343	2024-04-01	D	KP.3	0.23478163	2024-05-09
LAB0000344	1000343	2024-04-01	D	KP.1.1.1	0.00138864	2024-05-09
LAB0000344	1000343	2024-04-01	D	KS.1	0.00086517	2024-05-09
LAB0000344	1000343	2024-04-01	D	KP.4.2	0.00111188	2024-05-09
LAB0000344	1000343	2024-04-01	D	unreportable	0.00532894	2024-05-09
LAB0000345	1000344	2024-04-29	X	JN.1.34	0.98995572	2024-05-09
LAB0000345	1000344	2024-04-29	X	JN.1.19	0.00125136	2024-05-09
LAB0000345	1000344	2024-04-29	X	JN.1.16.2	0.00116556	2024-05-09
LAB0000345	1000344	2024-04-29	X	JN.1.1.6	0.00078248	2024-05-09
LAB0000345	1000344	2024-04-29	X	unreportable	0.00684489	2024-05-09
LAB0000346	1000345	2024-04-29	L	KS.1	0.53126884	2024-05-09
LAB0000346	1000345	2024-04-29	L	JN.1.16.1	0.44902916	2024-05-09
LAB0000346	1000345	2024-04-29	L	JN.1.19	0.0072579	2024-05-09
LAB0000346	1000345	2024-04-29	L	JN.1.4.5	0.00550967	2024-05-09
LAB0000346	1000345	2024-04-29	L	JN.1.18.2	0.00477199	2024-05-09
LAB0000346	1000345	2024-04-29	L	JN.1.47.2	0.00216153	2024-05-09
LAB0000346	1000345	2024-04-29	L	unreportable	9e-07	2024-05-09
LAB0000347	1000346	2024-04-29	K	JN.1.16	0.62534734	2024-05-09
LAB0000347	1000346	2024-04-29	K	JN.1.16.1	0.27383538	2024-05-09
LAB0000347	1000346	2024-04-29	K	JN.1.11.1	0.03141051	2024-05-09
LAB0000347	1000346	2024-04-29	K	KP.2	0.04632462	2024-05-09
LAB0000347	1000346	2024-04-29	K	KP.2.2	0.00844531	2024-05-09
LAB0000347	1000346	2024-04-29	K	unreportable	0.01463684	2024-05-09
LAB0000348	1000347	2024-04-28	U	KP.1.2	0.31007669	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.4.6	0.21525299	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.34	0.14561749	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.11	0.14296194	2024-05-09
LAB0000348	1000347	2024-04-28	U	KP.1	0.0826816	2024-05-09
LAB0000348	1000347	2024-04-28	U	KP.3	0.0486311	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.7.4	0.02186779	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.43	0.00313072	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.19	0.00313835	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.29	0.00246682	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.4.2	0.00156784	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.7	0.00201604	2024-05-09
LAB0000348	1000347	2024-04-28	U	JN.1.21	0.00096544	2024-05-09
LAB0000348	1000347	2024-04-28	U	unreportable	0.0196252	2024-05-09
LAB0000349	1000348	2024-05-01	M	JN.1.46	0.82900127	2024-05-09
LAB0000349	1000348	2024-05-01	M	JN.1.34	0.16373519	2024-05-09
LAB0000349	1000348	2024-05-01	M	KS.1	0.00228504	2024-05-09
LAB0000349	1000348	2024-05-01	M	unreportable	0.00497851	2024-05-09
LAB0000350	1000349	2024-05-01	G	JN.1.4.4	0.50567068	2024-05-09
LAB0000350	1000349	2024-05-01	G	JN.1.18	0.35204893	2024-05-09
LAB0000350	1000349	2024-05-01	G	KP.1.1.1	0.08824679	2024-05-09
LAB0000350	1000349	2024-05-01	G	KP.4.2	0.02255699	2024-05-09
LAB0000350	1000349	2024-05-01	G	JN.1.4.5	0.00579102	2024-05-09
LAB0000350	1000349	2024-05-01	G	JN.1.33	0.00236981	2024-05-09
LAB0000350	1000349	2024-05-01	G	JN.1.42.1	0.00241729	2024-05-09
LAB0000350	1000349	2024-05-01	G	JN.1.30.1	0.00308306	2024-05-09
LAB0000350	1000349	2024-05-01	G	JN.1.29	0.0035768	2024-05-09
LAB0000350	1000349	2024-05-01	G	LA.1	0.00313756	2024-05-09
LAB0000350	1000349	2024-05-01	G	JN.1.10	0.00139339	2024-05-09
LAB0000350	1000349	2024-05-01	G	JN.1.23	0.00083279	2024-05-09
LAB0000350	1000349	2024-05-01	G	unreportable	0.00887491	2024-05-09
LAB0000351	1000350	2024-05-01	D	JN.1.8	0.27040394	2024-05-09
LAB0000351	1000350	2024-05-01	D	KP.2	0.31403242	2024-05-09
LAB0000351	1000350	2024-05-01	D	LB.1	0.16700742	2024-05-09
LAB0000351	1000350	2024-05-01	D	JN.1.32.1	0.10256242	2024-05-09
LAB0000351	1000350	2024-05-01	D	JN.1.7.3	0.08595436	2024-05-09
LAB0000351	1000350	2024-05-01	D	JN.1.7.4	0.02040772	2024-05-09
LAB0000351	1000350	2024-05-01	D	KP.4.2	0.01062777	2024-05-09
LAB0000351	1000350	2024-05-01	D	JN.1.42.1	0.00392526	2024-05-09
LAB0000351	1000350	2024-05-01	D	KP.1.2	0.00423276	2024-05-09
LAB0000351	1000350	2024-05-01	D	KV.2	0.00149866	2024-05-09
LAB0000351	1000350	2024-05-01	D	XDK.1	0.00220956	2024-05-09
LAB0000351	1000350	2024-05-01	D	KP.2.2	0.00157233	2024-05-09
LAB0000351	1000350	2024-05-01	D	KY.1	0.0011575	2024-05-09
LAB0000351	1000350	2024-05-01	D	KP.3	0.00117381	2024-05-09
LAB0000351	1000350	2024-05-01	D	unreportable	0.01323407	2024-05-09
LAB0000352	1000351	2024-05-01	T	KQ.1	0.59954496	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.11	0.09285297	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.30	0.12612167	2024-05-09
LAB0000352	1000351	2024-05-01	T	KP.2.3	0.06740031	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.4.4	0.05009489	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.18	0.03819869	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.16.1	0.00627788	2024-05-09
LAB0000352	1000351	2024-05-01	T	KP.2.2	0.00139812	2024-05-09
LAB0000352	1000351	2024-05-01	T	KV.1	0.00091689	2024-05-09
LAB0000352	1000351	2024-05-01	T	LA.1	0.00142397	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.8.2	0.00077468	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.19	0.00085714	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.44	0.00101093	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.12	0.0012304	2024-05-09
LAB0000352	1000351	2024-05-01	T	JN.1.43	0.00103141	2024-05-09
LAB0000352	1000351	2024-05-01	T	unreportable	0.01086508	2024-05-09
LAB0000353	1000352	2024-04-29	V	JN.1.16.1	0.4593401	2024-05-09
LAB0000353	1000352	2024-04-29	V	JN.1.24.1	0.27004767	2024-05-09
LAB0000353	1000352	2024-04-29	V	JN.1.18	0.24742022	2024-05-09
LAB0000353	1000352	2024-04-29	V	JN.1.20	0.00478025	2024-05-09
LAB0000353	1000352	2024-04-29	V	KU.1	0.00080474	2024-05-09
LAB0000353	1000352	2024-04-29	V	JN.13	0.00118376	2024-05-09
LAB0000353	1000352	2024-04-29	V	JN.1.17	0.00112217	2024-05-09
LAB0000353	1000352	2024-04-29	V	KY.1	0.00104988	2024-05-09
LAB0000353	1000352	2024-04-29	V	JN.1.4.2	0.0011848	2024-05-09
LAB0000353	1000352	2024-04-29	V	unreportable	0.01306642	2024-05-09
LAB0000354	1000353	2024-04-30	Z	LB.1	0.50006406	2024-05-09
LAB0000354	1000353	2024-04-30	Z	JN.1.32.1	0.16699357	2024-05-09
LAB0000354	1000353	2024-04-30	Z	JN.1.4.6	0.14116697	2024-05-09
LAB0000354	1000353	2024-04-30	Z	KP.2	0.17281985	2024-05-09
LAB0000354	1000353	2024-04-30	Z	KP.4.2	0.00627187	2024-05-09
LAB0000354	1000353	2024-04-30	Z	KP.2.2	0.00272679	2024-05-09
LAB0000354	1000353	2024-04-30	Z	KP.1.2	0.00256055	2024-05-09
LAB0000354	1000353	2024-04-30	Z	unreportable	0.00739633	2024-05-09
LAB0000355	1000354	2024-04-30	A	JN.1.11	0.48833948	2024-05-09
LAB0000355	1000354	2024-04-30	A	JN.1.16.1	0.24263447	2024-05-09
LAB0000355	1000354	2024-04-30	A	JN.1.18	0.15693174	2024-05-09
LAB0000355	1000354	2024-04-30	A	KP.2	0.07171031	2024-05-09
LAB0000355	1000354	2024-04-30	A	KP.2.2	0.00372742	2024-05-09
LAB0000355	1000354	2024-04-30	A	KP.4.2	0.003062	2024-05-09
LAB0000355	1000354	2024-04-30	A	KP.1.1.1	0.00313244	2024-05-09
LAB0000355	1000354	2024-04-30	A	JN.1.7.3	0.00233905	2024-05-09
LAB0000355	1000354	2024-04-30	A	LA.1	0.00229845	2024-05-09
LAB0000355	1000354	2024-04-30	A	JN.1.40	0.00194083	2024-05-09
LAB0000355	1000354	2024-04-30	A	KY.1	0.00206397	2024-05-09
LAB0000355	1000354	2024-04-30	A	JN.1.6.1	0.00162802	2024-05-09
LAB0000355	1000354	2024-04-30	A	JN.1.5	0.00119683	2024-05-09
LAB0000355	1000354	2024-04-30	A	unreportable	0.01899498	2024-05-09
LAB0000356	1000355	2024-04-30	W	JN.1	0.79124919	2024-05-09
LAB0000356	1000355	2024-04-30	W	KP.3	0.08533901	2024-05-09
LAB0000356	1000355	2024-04-30	W	JN.1.8	0.05126449	2024-05-09
LAB0000356	1000355	2024-04-30	W	JN.1.16	0.05273023	2024-05-09
LAB0000356	1000355	2024-04-30	W	JN.1.35	0.00199724	2024-05-09
LAB0000356	1000355	2024-04-30	W	JN.1.8.1	0.0008518	2024-05-09
LAB0000356	1000355	2024-04-30	W	JN.1.16.2	0.0015591	2024-05-09
LAB0000356	1000355	2024-04-30	W	JN.1.3	0.00103789	2024-05-09
LAB0000356	1000355	2024-04-30	W	unreportable	0.01397105	2024-05-09
LAB0000357	1000356	2024-05-01	E	JN.1.26	0.29796264	2024-05-09
LAB0000357	1000356	2024-05-01	E	KS.1	0.23611791	2024-05-09
LAB0000357	1000356	2024-05-01	E	JN.1.7.4	0.24894904	2024-05-09
LAB0000357	1000356	2024-05-01	E	KP.3	0.19932125	2024-05-09
LAB0000357	1000356	2024-05-01	E	KP.2.2	0.0082777	2024-05-09
LAB0000357	1000356	2024-05-01	E	KP.1.1.1	0.00230602	2024-05-09
LAB0000357	1000356	2024-05-01	E	unreportable	0.00706545	2024-05-09
LAB0000358	1000357	2024-05-01	S	KP.3	0.99553664	2024-05-09
LAB0000358	1000357	2024-05-01	S	unreportable	0.00446336	2024-05-09
LAB0000359	1000358	2024-05-01	I	JN.1.7.2	0.37807413	2024-05-09
LAB0000359	1000358	2024-05-01	I	JN.1.7	0.61420403	2024-05-09
LAB0000359	1000358	2024-05-01	I	JN.1.7.1	0.00255862	2024-05-09
LAB0000359	1000358	2024-05-01	I	JN.1.43.1	0.0010041	2024-05-09
LAB0000359	1000358	2024-05-01	I	unreportable	0.00415912	2024-05-09
LAB0000360	1000359	2024-03-20	T	JN.1	0.55922844	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.7	0.29974523	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.34	0.11722788	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.8	0.00915667	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.47.2	0.00216652	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.35	0.00222792	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.43.1	0.00227817	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.25	0.00135571	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.4.6	0.00125181	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.26	0.00100294	2024-04-24
LAB0000360	1000359	2024-03-20	T	XDP	0.00159472	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.48	0.00091078	2024-04-24
LAB0000360	1000359	2024-03-20	T	JN.1.28	0.00117608	2024-04-24
LAB0000360	1000359	2024-03-20	T	unreportable	0.00067713	2024-04-24
LAB0000361	1000360	2024-03-25	T	JN.1.4.3	0.98642247	2024-04-24
LAB0000361	1000360	2024-03-25	T	JN.1.7.4	0.00209917	2024-04-24
LAB0000361	1000360	2024-03-25	T	JN.1.7.1	0.00178499	2024-04-24
LAB0000361	1000360	2024-03-25	T	JN.1.1.1	0.00144009	2024-04-24
LAB0000361	1000360	2024-03-25	T	JN.1.8.1	0.00205943	2024-04-24
LAB0000361	1000360	2024-03-25	T	unreportable	0.00619385	2024-04-24
LAB0000362	1000361	2024-03-27	T	XDP	0.39791921	2024-04-24
LAB0000362	1000361	2024-03-27	T	JN.1.4.2	0.11318867	2024-04-24
LAB0000362	1000361	2024-03-27	T	JN.1.4	0.05150556	2024-04-24
LAB0000362	1000361	2024-03-27	T	JN.1.3	0.04200619	2024-04-24
LAB0000362	1000361	2024-03-27	T	JN.1.44	0.04743529	2024-04-24
LAB0000362	1000361	2024-03-27	T	JN.1.20	0.03934553	2024-04-24
LAB0000362	1000361	2024-03-27	T	JN.1.40	0.04502831	2024-04-24
LAB0000362	1000361	2024-03-27	T	JN.1.39	0.05158705	2024-04-24
